User id,n° Followers,Scree_name,Name,Url,Profile,OL,S
304679484,3852399,HamillHimself,Mark Hamill,,https://twitter.com/HamillHimself,0.0,0.0
1917731,3807827,thehill,The Hill,http://t.co/t414UtTRv4,https://twitter.com/thehill,0.0,1.0
30354991,3787988,KamalaHarris,Kamala Harris,http://t.co/IbL01p7pYJ,https://twitter.com/KamalaHarris,1.0,0.0
23022687,3749530,tedcruz,Ted Cruz,https://t.co/dJ4Q3979gw,https://twitter.com/tedcruz,1.0,0.0
624413,3741861,MarketWatch,MarketWatch,http://t.co/0HcV671qZB,https://twitter.com/MarketWatch,0.0,1.0
26642006,3708162,Alyssa_Milano,Alyssa Milano,https://t.co/CWEJKbq4ww,https://twitter.com/Alyssa_Milano,0.0,0.0
39349894,3685092,EricTrump,Eric Trump,https://t.co/uwwNiWPLLr,https://twitter.com/EricTrump,0.0,0.0
20402945,3658178,CNBC,CNBC,https://t.co/fdcFKDtOzb,https://twitter.com/CNBC,0.0,1.0
16664681,3626571,latimes,Los Angeles Times,https://t.co/eTksmynSH7,https://twitter.com/latimes,0.0,1.0
13850422,3566059,CNNPolitics,CNN Politics,https://t.co/KWFMkrEjdY,https://twitter.com/CNNPolitics,0.0,1.0
50769180,3501581,IngrahamAngle,Laura Ingraham,https://t.co/lnkE5EsSNQ,https://twitter.com/IngrahamAngle,1.0,0.0
2884771,3449950,Newsweek,Newsweek,https://t.co/92gD7evE72,https://twitter.com/Newsweek,0.0,1.0
2836421,3421840,MSNBC,MSNBC,https://t.co/5TAF6ijWwt,https://twitter.com/MSNBC,0.0,1.0
15007149,3370394,JohnKerry,John Kerry,https://t.co/Jv3DUgmohz,https://twitter.com/JohnKerry,1.0,0.0
16017475,3326006,NateSilver538,Nate Silver,http://t.co/wNpFg2xg4f,https://twitter.com/NateSilver538,0.0,0.0
788524,3289627,guardiannews,Guardian news,https://t.co/PJxUC0RWyr,https://twitter.com/guardiannews,0.0,1.0
471672239,3286129,KellyannePolls,Kellyanne Conway,,https://twitter.com/KellyannePolls,1.0,0.0
16973333,3264130,Independent,The Independent,https://t.co/ENon5VCZ03,https://twitter.com/Independent,0.0,1.0
20562637,2979852,businessinsider,Business Insider,https://t.co/qJiLYVC7Jx,https://twitter.com/businessinsider,0.0,1.0
5741722,2873748,nprpolitics,NPR Politics,https://t.co/46mWjkSa5C,https://twitter.com/nprpolitics,0.0,1.0
216881337,2832201,RandPaul,Senator Rand Paul,https://t.co/V4RkZkfWyy,https://twitter.com/RandPaul,1.0,0.0
16581604,2753389,MikeBloomberg,Mike Bloomberg,https://t.co/AOFPwwWuXr,https://twitter.com/MikeBloomberg,1.0,0.0
21619519,2680323,JoeNBC,Joe Scarborough,https://t.co/UBL6Ar8lRU,https://twitter.com/JoeNBC,1.0,0.0
18622869,2606407,ezraklein,Ezra Klein,https://t.co/wBTAiFOdu2,https://twitter.com/ezraklein,1.0,0.0
14982804,2578363,ava,Ava DuVernay,https://t.co/UOD1aQV0xC,https://twitter.com/ava,0.0,0.0
14529929,2564714,jaketapper,Jake Tapper,https://t.co/MMatLD6M20,https://twitter.com/jaketapper,1.0,0.0
29501253,2487149,RepAdamSchiff,Adam Schiff,https://t.co/uxaSLX8uQ7,https://twitter.com/RepAdamSchiff,1.0,0.0
878247600096509952,2459593,RealCandaceO,Candace Owens,https://t.co/IR929nrRp7,https://twitter.com/RealCandaceO,0.0,0.0
78523300,2428507,RealJamesWoods,James Woods,,https://twitter.com/RealJamesWoods,0.0,0.0
17494010,2425454,SenSchumer,Chuck Schumer,https://t.co/8Vw6E2f47h,https://twitter.com/SenSchumer,1.0,0.0
11134252,2406257,GOP,GOP,https://t.co/TuMeEDhfc4,https://twitter.com/GOP,0.0,0.0
88749392,2393179,JuddApatow,Judd Apatow,,https://twitter.com/JuddApatow,0.0,0.0
38495835,2248593,marklevinshow,Mark R. Levin,http://t.co/YUs6HigZju,https://twitter.com/marklevinshow,0.0,0.0
20713061,2238258,newtgingrich,newtgingrich,https://t.co/fyU2ZdT0qt,https://twitter.com/newtgingrich,1.0,0.0
196168350,2232419,AnnCoulter,Ann Coulter,https://t.co/w8Jbizj7j1,https://twitter.com/AnnCoulter,0.0,0.0
26487169,2179325,LouDobbs,Lou Dobbs,https://t.co/mRPE2ZuJkU,https://twitter.com/LouDobbs,1.0,0.0
4207961,2145311,chrislhayes,Chris Hayes,http://t.co/1Wz5MmBtpw,https://twitter.com/chrislhayes,1.0,0.0
17004618,2053745,NickKristof,Nicholas Kristof,https://t.co/CO7uxBqpWU,https://twitter.com/NickKristof,1.0,0.0
1877831,2050825,nytimesworld,New York Times World,https://t.co/JSlkdhLzCD,https://twitter.com/nytimesworld,0.0,1.0
4119741,1995953,jdickerson,John Dickerson,https://t.co/NktOHL1EIx,https://twitter.com/jdickerson,1.0,0.0
139823781,1947617,BetteMidler,bettemidler,https://t.co/7ODxSaP5Lc,https://twitter.com/BetteMidler,0.0,0.0
35773039,1945647,TheAtlantic,The Atlantic,http://t.co/pI6FUBgQdl,https://twitter.com/TheAtlantic,0.0,1.0
226222147,1897533,PeteButtigieg,Pete Buttigieg,https://t.co/GcI5eeu3uJ,https://twitter.com/PeteButtigieg,1.0,0.0
89820928,1864195,mitchellreports,Andrea Mitchell,http://t.co/dYZhATgdBX,https://twitter.com/mitchellreports,1.0,0.0
16184358,1812412,CNNBusiness,CNN Business,https://t.co/ZLgYiheZkS,https://twitter.com/CNNBusiness,0.0,1.0
729676086632656900,1802596,TeamTrump,Team Trump (Text TRUMP to 88022),https://t.co/mZB2hymxC9,https://twitter.com/TeamTrump,0.0,0.0
13393052,1800877,ACLU,ACLU,https://t.co/AF1gbNeaRA,https://twitter.com/ACLU,0.0,0.0
45564482,1800498,NYMag,New York Magazine,https://t.co/h3Ulh5oQm9,https://twitter.com/NYMag,0.0,1.0
15164565,1798300,Slate,Slate,https://t.co/XZd456t4yn,https://twitter.com/Slate,0.0,1.0
292929271,1786660,charliekirk11,Charlie Kirk,https://t.co/WWs5TJFjJd,https://twitter.com/charliekirk11,0.0,0.0
25101996,1718167,kimguilfoyle,Kimberly Guilfoyle,https://t.co/O5S0tGtvtj,https://twitter.com/kimguilfoyle,1.0,0.0
18247062,1711740,JudicialWatch,Judicial Watch 🔎,https://t.co/JPjqvKy5es,https://twitter.com/JudicialWatch,0.0,1.0
432895323,1696986,LindseyGrahamSC,Lindsey Graham,https://t.co/bM2rOxm6ub,https://twitter.com/LindseyGrahamSC,1.0,0.0
67358777,1689321,BW,Businessweek,http://t.co/zrq8V8qtJa,https://twitter.com/BW,0.0,1.0
49698134,1683065,JoyAnnReid,Joy Reid,https://t.co/DPjDV02oq5,https://twitter.com/JoyAnnReid,1.0,0.0
342863309,1667644,BetoORourke,Beto O'Rourke,https://t.co/W2jeGJ9ErW,https://twitter.com/BetoORourke,1.0,0.0
17469289,1667154,nypost,New York Post,https://t.co/MwyanWdKnl,https://twitter.com/nypost,0.0,1.0
22771961,1639631,Acosta,Jim Acosta,https://t.co/G4FKWJ4qFd,https://twitter.com/Acosta,1.0,0.0
91882544,1567148,DineshDSouza,Dinesh D'Souza,https://t.co/CtWBfTFJmi,https://twitter.com/DineshDSouza,0.0,0.0
1074480192,1562035,SenTedCruz,Senator Ted Cruz,https://t.co/9HWCyvsTvJ,https://twitter.com/SenTedCruz,1.0,0.0
28628850,1529361,greggutfeld,GregGutfeld,https://t.co/WalravOShR,https://twitter.com/greggutfeld,0.0,0.0
15416505,1518359,GovMikeHuckabee,Gov. Mike Huckabee,https://t.co/8vprJHGCJw,https://twitter.com/GovMikeHuckabee,1.0,0.0
227837742,1501796,AC360,Anderson Cooper 360°,http://t.co/PHe2WJCDZH,https://twitter.com/AC360,1.0,0.0
86141342,1449853,ABCWorldNews,World News Tonight,https://t.co/1JqJIy04SL,https://twitter.com/ABCWorldNews,0.0,1.0
2908170952,1443752,DiamondandSilk,Diamond and Silk®,https://t.co/xdbTGlyGDv,https://twitter.com/DiamondandSilk,0.0,0.0
15458694,1433453,HuffPostPol,HuffPost Politics,https://t.co/tn6MKaH6mv,https://twitter.com/HuffPostPol,0.0,1.0
19568591,1420458,ananavarro,Ana Navarro-Cárdenas,https://t.co/IaghNWqyKC,https://twitter.com/ananavarro,1.0,0.0
18646108,1406450,BretBaier,Bret Baier,https://t.co/H5iDsdfYAV,https://twitter.com/BretBaier,1.0,0.0
18166778,1404005,Jim_Jordan,Rep. Jim Jordan,https://t.co/wd2j7YpRZm,https://twitter.com/Jim_Jordan,1.0,0.0
803694179079458816,1377847,SenKamalaHarris,Kamala Harris,https://t.co/d7fwQc0xoD,https://twitter.com/SenKamalaHarris,0.0,0.0
5763262,1374785,karaswisher,Kara Swisher,https://t.co/trFjw6Q8Nc,https://twitter.com/karaswisher,1.0,0.0
457984599,1366416,BreitbartNews,Breitbart News,http://t.co/2sVbt3n6lO,https://twitter.com/BreitbartNews,0.0,1.0
1020058453,1360959,BuzzFeedNews,BuzzFeed News,https://t.co/TB5H6ABM1k,https://twitter.com/BuzzFeedNews,0.0,1.0
93069110,1357350,maggieNYT,Maggie Haberman,,https://twitter.com/maggieNYT,1.0,0.0
130496027,1352818,jonfavs,Jon Favreau,https://t.co/5vu4M6gpB3,https://twitter.com/jonfavs,0.0,0.0
834081571493785600,1346981,PreetBharara,Preet Bharara,https://t.co/S3633DZQJN,https://twitter.com/PreetBharara,1.0,0.0
21059255,1320702,tedlieu,Ted Lieu,https://t.co/YZX138uDSy,https://twitter.com/tedlieu,1.0,0.0
16012783,1278388,thedailybeast,The Daily Beast,https://t.co/68iIwjpBjB,https://twitter.com/thedailybeast,0.0,1.0
35586563,1265667,jemelehill,Jemele Hill,https://t.co/LHUG1LHJmQ,https://twitter.com/jemelehill,1.0,0.0
1947301,1255812,thenation,The Nation,http://t.co/PpzoTPS9,https://twitter.com/thenation,0.0,1.0
244655353,1253622,davidaxelrod,David Axelrod,,https://twitter.com/davidaxelrod,1.0,0.0
112047805,1224463,brithume,Brit Hume,,https://twitter.com/brithume,1.0,0.0
25202268,1217750,SaraCarterDC,Sara A. Carter,https://t.co/SZ0zbfRggH,https://twitter.com/SaraCarterDC,0.0,1.0
25203361,1194773,Rosie,ROSIE,https://t.co/geyjqXNw5n,https://twitter.com/Rosie,0.0,0.0
471677441,1189289,gtconway3d,George Conway,,https://twitter.com/gtconway3d,1.0,0.0
2303751216,1137228,FiveThirtyEight,FiveThirtyEight,https://t.co/BDdsHpm7og,https://twitter.com/FiveThirtyEight,0.0,1.0
26792275,1119828,ForeignPolicy,Foreign Policy,https://t.co/2sRF45Ny0x,https://twitter.com/ForeignPolicy,0.0,1.0
7313362,1119768,chicagotribune,Chicago Tribune,https://t.co/gaVbUBVQp3,https://twitter.com/chicagotribune,0.0,1.0
7309052,1110804,YahooNews,Yahoo News,https://t.co/Ax0xumkNGe,https://twitter.com/YahooNews,0.0,1.0
54412900,1102713,DevinNunes,Devin Nunes,http://t.co/nNrwohsqWS,https://twitter.com/DevinNunes,1.0,0.0
91180720,1090494,MaddowBlog,Maddow Blog,http://t.co/S4bi1oCj3l,https://twitter.com/MaddowBlog,1.0,0.0
33537967,1088126,amyklobuchar,Amy Klobuchar,https://t.co/HT4HXWmgNH,https://twitter.com/amyklobuchar,1.0,0.0
18812572,1074520,60Minutes,60 Minutes,http://t.co/Pft3t3QVRP,https://twitter.com/60Minutes,0.0,1.0
36711022,1071110,DanRather,Dan Rather,,https://twitter.com/DanRather,1.0,0.0
182503471,1061814,TheLastWord,The Last Word,https://t.co/h5WAvwZhzw,https://twitter.com/TheLastWord,1.0,0.0
18266688,1038293,TomFitton,Tom Fitton,http://t.co/ebnjxMYdbL,https://twitter.com/TomFitton,1.0,0.0
1915033663,1019007,davidhogg111,David says fuck white supremacy / the Confederacy,https://t.co/RDsZj8Gq8t,https://twitter.com/davidhogg111,0.0,0.0
172858784,989755,timkaine,Tim Kaine,https://t.co/YNK0Xrmt2G,https://twitter.com/timkaine,1.0,0.0
41814169,977311,FareedZakaria,Fareed Zakaria,http://t.co/Mg215EOokH,https://twitter.com/FareedZakaria,1.0,0.0
19084896,976169,TheRickWilson,Rick Wilson,https://t.co/v8WIBGbxc3,https://twitter.com/TheRickWilson,1.0,0.0
16955991,973180,Salon,Salon,https://t.co/Ki3WQi67fP,https://twitter.com/Salon,0.0,1.0
89887215,971041,Yamiche,Yamiche Alcindor,https://t.co/MUiamBtq28,https://twitter.com/Yamiche,1.0,0.0
2347049341,952633,voxdotcom,Vox,http://t.co/RnqX4a68G1,https://twitter.com/voxdotcom,0.0,1.0
930552552302792705,944728,DanCrenshawTX,Dan Crenshaw,,https://twitter.com/DanCrenshawTX,1.0,0.0
232268199,943637,NYGovCuomo,Andrew Cuomo,https://t.co/Oazy5ayWLE,https://twitter.com/NYGovCuomo,1.0,0.0
18020081,942467,JohnKasich,John Kasich,https://t.co/sWW9jdoZ1L,https://twitter.com/JohnKasich,1.0,0.0
46233559,934917,rosemcgowan,rose mcgowan,https://t.co/UlOpeEIyyx,https://twitter.com/rosemcgowan,0.0,0.0
150078976,933649,ChrisMurphyCT,Chris Murphy,,https://twitter.com/ChrisMurphyCT,1.0,0.0
118756393,929550,AmbJohnBolton,John Bolton,https://t.co/oUR17uACSA,https://twitter.com/AmbJohnBolton,1.0,0.0
196415460,929325,DanielNewman,DanielNewmaη 404-737-1636,https://t.co/cSBoMTTpd1,https://twitter.com/DanielNewman,0.0,0.0
148529707,924243,RBReich,Robert Reich,,https://twitter.com/RBReich,1.0,0.0
75541946,917625,LaraLeaTrump,Lara Trump,https://t.co/XjVAWvUQuR,https://twitter.com/LaraLeaTrump,0.0,0.0
2417586104,909352,SebGorka,Sebastian Gorka DrG,https://t.co/mD9zIsNIcp,https://twitter.com/SebGorka,0.0,0.0
16815644,907794,ABCPolitics,ABC News Politics,https://t.co/SO3M0qceOH,https://twitter.com/ABCPolitics,0.0,1.0
59157393,907182,tomfriedman,Thomas L. Friedman,http://t.co/kuN0qHfeXO,https://twitter.com/tomfriedman,1.0,0.0
18686907,893006,davidfrum,David Frum,https://t.co/FgD7tvo1zQ,https://twitter.com/davidfrum,1.0,0.0
21829541,880626,NRA,NRA,https://t.co/W620lveLRW,https://twitter.com/NRA,0.0,0.0
4091551984,879979,tribelaw,Laurence Tribe,https://t.co/5kDQlyrUkn,https://twitter.com/tribelaw,0.0,0.0
130557513,878249,mehdirhasan,Mehdi Hasan,https://t.co/KdzXP2RNQ4,https://twitter.com/mehdirhasan,1.0,0.0
24578794,862490,Scaramucci,Anthony Scaramucci,https://t.co/vzACxADJCS,https://twitter.com/Scaramucci,0.0,0.0
1209936918,844197,OANN,One America News,http://t.co/pWqf41e3no,https://twitter.com/OANN,0.0,1.0
910492003359760384,839691,JohnBrennan,John O. Brennan,,https://twitter.com/JohnBrennan,1.0,0.0
620571475,835386,DanScavino,Dan Scavino,https://t.co/d4FhxaX9ii,https://twitter.com/DanScavino,1.0,0.0
15220768,833695,DavidCornDC,David Corn,https://t.co/F0ddSvYEjy,https://twitter.com/DavidCornDC,1.0,0.0
18510860,832019,MotherJones,Mother Jones,https://t.co/F0ddSvYEjy,https://twitter.com/MotherJones,0.0,1.0
2329066872,827209,theintercept,The Intercept,https://t.co/PW7mSA7fVT,https://twitter.com/theintercept,0.0,1.0
61592079,820044,hankgreen,Hank Green,,https://twitter.com/hankgreen,0.0,0.0
21258337,817121,TheView,The View,https://t.co/mToQBTQhqU,https://twitter.com/TheView,0.0,1.0
592730371,815138,JackPosobiec,Jack Posobiec 🇺🇸,https://t.co/JfxY0RHTTj,https://twitter.com/JackPosobiec,1.0,0.0
2573480784,814002,MalcolmNance,Malcolm Nance,https://t.co/ODCy806fFU,https://twitter.com/MalcolmNance,0.0,0.0
3223426134,811290,SethAbramson,Seth Abramson,https://t.co/BgxDeUKKGK,https://twitter.com/SethAbramson,0.0,0.0
860555190,811017,NicolleDWallace,Nicolle Wallace,https://t.co/4b56LAhxb6,https://twitter.com/NicolleDWallace,1.0,0.0
56413858,804980,FoxBusiness,FOX Business,http://t.co/bfM3iji7VB,https://twitter.com/FoxBusiness,0.0,1.0
225265639,804111,ddale8,Daniel Dale,https://t.co/le2eZxIHBb,https://twitter.com/ddale8,1.0,0.0
942156122,790730,RepSwalwell,Rep. Eric Swalwell,https://t.co/tq8A1WWg2Y,https://twitter.com/RepSwalwell,1.0,0.0
48459553,774179,KatiePavlich,Katie Pavlich,https://t.co/uQ03ql1yic,https://twitter.com/KatiePavlich,0.0,0.0
32871086,764182,kylegriffin1,Kyle Griffin,https://t.co/lgyZmnczMB,https://twitter.com/kylegriffin1,1.0,0.0
16686144,750998,nytopinion,New York Times Opinion,https://t.co/oy7Q8cSQqk,https://twitter.com/nytopinion,0.0,1.0
39000115,742715,KatyTurNBC,Katy Tur,https://t.co/8xx8pxDeCQ,https://twitter.com/KatyTurNBC,1.0,0.0
61734492,741130,Fahrenthold,David Fahrenthold,https://t.co/fJMCeIYylK,https://twitter.com/Fahrenthold,1.0,0.0
208155240,735609,MariaBartiromo,Maria Bartiromo,https://t.co/P2XOPgzZZ9,https://twitter.com/MariaBartiromo,1.0,0.0
10774652,725431,theblaze,TheBlaze,https://t.co/ZNQk8Vwbfj,https://twitter.com/theblaze,0.0,1.0
195271137,723438,larryelder,Larry Elder,https://t.co/YUE2m5CuPB,https://twitter.com/larryelder,1.0,0.0
2863996955,716511,RWPUSA,Richard W. Painter,,https://twitter.com/RWPUSA,1.0,0.0
14515799,715773,brianstelter,Brian Stelter,https://t.co/oAdPr7RfVz,https://twitter.com/brianstelter,1.0,0.0
818948638890217473,702923,RepMattGaetz,Rep. Matt Gaetz,https://t.co/GcjK1dZCtR,https://twitter.com/RepMattGaetz,1.0,0.0
770781940341288960,700605,RudyGiuliani,Rudy W. Giuliani,https://t.co/FNM8YtaCM1,https://twitter.com/RudyGiuliani,1.0,0.0
138182116,700142,trish_regan,Trish Regan,https://t.co/DnNGVKPwSQ,https://twitter.com/trish_regan,1.0,0.0
14247236,695197,funder,Scott Dworkin,https://t.co/VhWKRFMpPL,https://twitter.com/funder,1.0,0.0
2800581040,687572,BillKristol,Bill Kristol,,https://twitter.com/BillKristol,1.0,0.0
823367015830323201,684345,Scavino45,Dan Scavino Jr.🇺🇸,https://t.co/IxLjEB2zlE,https://twitter.com/Scavino45,0.0,0.0
254117355,677467,Morning_Joe,Morning Joe,http://t.co/zaSnKrSGzz,https://twitter.com/Morning_Joe,1.0,0.0
36169080,677351,BarbraStreisand,Barbra Streisand,https://t.co/FVMQ6SXrdk,https://twitter.com/BarbraStreisand,0.0,0.0
462104542,676412,chuckwoolery,Chuck Woolery,https://t.co/isGCEz1eW7,https://twitter.com/chuckwoolery,1.0,0.0
2353605901,675912,GOPChairwoman,Ronna McDaniel,https://t.co/PURDnkBdAH,https://twitter.com/GOPChairwoman,1.0,0.0
39308549,672336,DailyCaller,Daily Caller,https://t.co/3mWCnk49Lp,https://twitter.com/DailyCaller,0.0,1.0
65691824,670994,CarlyFiorina,Carly Fiorina,https://t.co/vxhizURfZh,https://twitter.com/CarlyFiorina,0.0,0.0
1108472017144201216,669754,TrumpWarRoom,Trump War Room - Text TRUMP to 88022 & get the APP,https://t.co/mVHOxzYUNT,https://twitter.com/TrumpWarRoom,0.0,0.0
10168082,667734,Heritage,Heritage Foundation,https://t.co/IpYuMMcHM7,https://twitter.com/Heritage,0.0,0.0
1205226529455632385,664345,ProjectLincoln,The Lincoln Project,https://t.co/FjARS6hBq0,https://twitter.com/ProjectLincoln,0.0,0.0
17685258,654740,parscale,Brad Parscale,https://t.co/tCuRLgA6VU,https://twitter.com/parscale,0.0,0.0
18018355,653828,AprilDRyan,AprilDRyan,https://t.co/gpSEaWXRvy,https://twitter.com/AprilDRyan,1.0,0.0
278124059,650484,SenBlumenthal,Richard Blumenthal,http://t.co/MfF8W57FEu,https://twitter.com/SenBlumenthal,1.0,0.0
2922928743,643647,danpfeiffer,Dan Pfeiffer,https://t.co/Ova3SJXTN4,https://twitter.com/danpfeiffer,1.0,0.0
499073990,640377,DebraMessing,Debra Messing✍🏻,https://t.co/3oVly3Er8z,https://twitter.com/DebraMessing,0.0,0.0
372536101,638314,NatashaBertrand,Natasha Bertrand,https://t.co/e0ItgsD6Co,https://twitter.com/NatashaBertrand,1.0,0.0
11856892,633836,MeetThePress,Meet the Press,https://t.co/uqtRXPrjFZ,https://twitter.com/MeetThePress,0.0,1.0
11744152,632748,yashar,Yashar Ali 🐘,https://t.co/qAD8F5TW8p,https://twitter.com/yashar,1.0,0.0
35039490,631911,MarkDice,Mark Dice,https://t.co/jCpbNU2RAc,https://twitter.com/MarkDice,0.0,0.0
358545917,612709,Cernovich,Cernovich,https://t.co/F3Iih63tVc,https://twitter.com/Cernovich,0.0,0.0
2421067430,607927,TeaPainUSA,Tea Pain,,https://twitter.com/TeaPainUSA,0.0,0.0
24733117,605183,jilevin,Jeffrey Levin,https://t.co/S3UXcXprn9,https://twitter.com/jilevin,0.0,0.0
548384458,592162,JoyceWhiteVance,Joyce Alene,https://t.co/USFLbOrRZi,https://twitter.com/JoyceWhiteVance,1.0,0.0
1079776144524754944,591000,NikkiHaley,Nikki Haley,https://t.co/vK4V0PL91p,https://twitter.com/NikkiHaley,1.0,0.0
20772763,588828,CharlesMBlow,Charles M. Blow,https://t.co/kfVA6DNese,https://twitter.com/CharlesMBlow,1.0,0.0
17980523,583408,mitchellvii,Bill Mitchell,https://t.co/9CnMPoreW4,https://twitter.com/mitchellvii,0.0,0.0
11856032,582782,NBCPolitics,NBC Politics,https://t.co/aSm5RbuWs3,https://twitter.com/NBCPolitics,0.0,1.0
1058520120,579893,SenDuckworth,Tammy Duckworth,https://t.co/LDObT9hkrZ,https://twitter.com/SenDuckworth,1.0,0.0
86129724,575810,costareports,Robert Costa,https://t.co/aWevmK6or2,https://twitter.com/costareports,1.0,0.0
510464011,575213,AshaRangappa_,Asha Rangappa,https://t.co/MW5MXdJUSe,https://twitter.com/AshaRangappa_,1.0,0.0
14298769,572142,MollyJongFast,Molly Jong-Fast🏡,https://t.co/c9JzH8VPTP,https://twitter.com/MollyJongFast,1.0,0.0
